Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Guinea-Bissau,Africa,GNB,Mobile-cellular subscriptions per 100 inhabitants,2015,69.2,
Guinea-Bissau,Africa,GNB,Population covered by a mobile-cellular network (%),2015,86,
Guinea-Bissau,Africa,GNB,Population covered by at least a 3G mobile network (%),2015,20.4,yes
Guinea-Bissau,Africa,GNB,Population covered by at least a 4G mobile network (%),2015,0,
Guinea-Bissau,Africa,GNB,Total fixed broadband subscriptions,2015,1051,
Guyana,The Americas,GUY,Active mobile-broadband subscriptions per 100 inhabitants,2015,0.2,
Guyana,The Americas,GUY,Fixed broadband subscriptions per 100 inhabitants,2015,7.1,
Guyana,The Americas,GUY,Fixed broadband subscriptions: >10 Mbit/s,2015,502,
Guyana,The Americas,GUY,Fixed-telephone subscriptions per 100 inhabitants,2015,20.4,
Guyana,The Americas,GUY,Individuals using the Internet. total (%),2015,34,yes
Guyana,The Americas,GUY,International bandwidth per Internet user (kbit/s),2015,30774,
Guyana,The Americas,GUY,Mobile-cellular subscriptions per 100 inhabitants,2015,71.9,
Guyana,The Americas,GUY,Population covered by a mobile-cellular network (%),2015,97.1,
Guyana,The Americas,GUY,Population covered by at least a 3G mobile network (%),2015,0,yes
Guyana,The Americas,GUY,Population covered by at least a 4G mobile network (%),2015,0,
Guyana,The Americas,GUY,Total fixed broadband subscriptions,2015,53687,
Haiti,The Americas,HTI,Active mobile-broadband subscriptions per 100 inhabitants,2015,0.2,
Haiti,The Americas,HTI,Fixed broadband subscriptions per 100 inhabitants,2015,0,
Haiti,The Americas,HTI,Fixed-telephone subscriptions per 100 inhabitants,2015,0.1,
Haiti,The Americas,HTI,Individuals using the Internet. total (%),2015,14.2,yes
Haiti,The Americas,HTI,International bandwidth per Internet user (kbit/s),2015,2047.9,
Haiti,The Americas,HTI,Mobile-cellular subscriptions per 100 inhabitants,2015,69.1,
Haiti,The Americas,HTI,Population covered by a mobile-cellular network (%),2015,70.1,
Haiti,The Americas,HTI,Population covered by at least a 3G mobile network (%),2015,40,
Haiti,The Americas,HTI,Population covered by at least a 4G mobile network (%),2015,0,yes
Haiti,The Americas,HTI,Total fixed broadband subscriptions,2015,1348,
Honduras,The Americas,HND,Active mobile-broadband subscriptions per 100 inhabitants,2015,15.6,
Honduras,The Americas,HND,Female Internet users as a % of total female population,2015,27.6,
Honduras,The Americas,HND,Fixed broadband subscriptions per 100 inhabitants,2015,2.1,
Honduras,The Americas,HND,Fixed broadband subscriptions: >10 Mbit/s,2015,1274,
Honduras,The Americas,HND,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,87099,
Honduras,The Americas,HND,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,109006,
Honduras,The Americas,HND,Fixed-telephone subscriptions per 100 inhabitants,2015,5.3,
Honduras,The Americas,HND,Households with a computer at home (%),2015,19.7,
Honduras,The Americas,HND,Individuals using the Internet. total (%),2015,27.1,
Honduras,The Americas,HND,International bandwidth per Internet user (kbit/s),2015,16138.8,
Honduras,The Americas,HND,Male Internet users as a % of total male population,2015,26.6,
Honduras,The Americas,HND,Mobile-cellular subscriptions per 100 inhabitants,2015,86.6,
Honduras,The Americas,HND,Population covered by a mobile-cellular network (%),2015,99.9,
Honduras,The Americas,HND,Population covered by at least a 3G mobile network (%),2015,83.1,
Honduras,The Americas,HND,Population covered by at least a 4G mobile network (%),2015,18,yes
Honduras,The Americas,HND,Total fixed broadband subscriptions,2015,197379,yes
Hong Kong. China,Asia & Pacific,HKG,Active mobile-broadband subscriptions per 100 inhabitants,2015,106,
Hong Kong. China,Asia & Pacific,HKG,Female Internet users as a % of total female population,2015,83.3,
Hong Kong. China,Asia & Pacific,HKG,Female mobile phone ownership as a % of total female population,2015,95.4,
Hong Kong. China,Asia & Pacific,HKG,Fixed broadband subscriptions per 100 inhabitants,2015,31.7,
Hong Kong. China,Asia & Pacific,HKG,Fixed broadband subscriptions: >10 Mbit/s,2015,2018073,
Hong Kong. China,Asia & Pacific,HKG,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,329760,
Hong Kong. China,Asia & Pacific,HKG,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,0,
Hong Kong. China,Asia & Pacific,HKG,Fixed-telephone subscriptions per 100 inhabitants,2015,58.5,
Hong Kong. China,Asia & Pacific,HKG,Households with a computer at home (%),2015,80.4,
Hong Kong. China,Asia & Pacific,HKG,Households with Internet access at home (%),2015,79,
Hong Kong. China,Asia & Pacific,HKG,Individuals owning a mobile phone (%),2015,96.1,
Hong Kong. China,Asia & Pacific,HKG,Individuals using the Internet. total (%),2015,84.9,
Hong Kong. China,Asia & Pacific,HKG,International bandwidth per Internet user (kbit/s),2015,4685957.2,
Hong Kong. China,Asia & Pacific,HKG,Internet users: < 15 years as a % of all < 15 years,2015,99.2,
Hong Kong. China,Asia & Pacific,HKG,Internet users: 15-24 years as a % of all 15-24 years,2015,99.7,
Hong Kong. China,Asia & Pacific,HKG,Internet users: 25-74 years as a % of all 25-74 years,2015,88.8,
Hong Kong. China,Asia & Pacific,HKG,Internet users: 75+ years as a % of all 75+ years,2015,16.3,
Hong Kong. China,Asia & Pacific,HKG,Male Internet users as a % of total male population,2015,86.8,
Hong Kong. China,Asia & Pacific,HKG,Male mobile phone ownership as a % of total male population,2015,96.8,
Hong Kong. China,Asia & Pacific,HKG,Mobile-cellular subscriptions per 100 inhabitants,2015,226,
Hong Kong. China,Asia & Pacific,HKG,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2015,132746.5,
Hong Kong. China,Asia & Pacific,HKG,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2015,2444.6,
Hong Kong. China,Asia & Pacific,HKG,Population covered by a mobile-cellular network (%),2015,100,
Hong Kong. China,Asia & Pacific,HKG,Population covered by at least a 3G mobile network (%),2015,99,
Hong Kong. China,Asia & Pacific,HKG,Population covered by at least a 4G mobile network (%),2015,99,
Hong Kong. China,Asia & Pacific,HKG,Total fixed broadband subscriptions,2015,2347833,
Hungary,Europe,HUN,Active mobile-broadband subscriptions per 100 inhabitants,2015,50.5,
Hungary,Europe,HUN,Female Internet users as a % of total female population,2015,71.2,
Hungary,Europe,HUN,Fixed broadband subscriptions per 100 inhabitants,2015,27.6,
Hungary,Europe,HUN,Fixed broadband subscriptions: >10 Mbit/s,2015,2335669,
Hungary,Europe,HUN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,302351,
Hungary,Europe,HUN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,80774,
Hungary,Europe,HUN,Fixed-telephone subscriptions per 100 inhabitants,2015,31.4,
Hungary,Europe,HUN,Households with Internet access at home (%),2015,75.6,
Hungary,Europe,HUN,Individuals using the Internet. total (%),2015,72.8,
Hungary,Europe,HUN,International bandwidth per Internet user (kbit/s),2015,50906.3,
Hungary,Europe,HUN,Internet users: 15-24 years as a % of all 15-24 years,2015,95.1,
Hungary,Europe,HUN,Internet users: 25-74 years as a % of all 25-74 years,2015,69.3,
Hungary,Europe,HUN,Male Internet users as a % of total male population,2015,74.6,
Hungary,Europe,HUN,Mobile-cellular subscriptions per 100 inhabitants,2015,100.6,
Hungary,Europe,HUN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2015,55130.5,
Hungary,Europe,HUN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2015,912.3,
Hungary,Europe,HUN,Population covered by a mobile-cellular network (%),2015,99,
Hungary,Europe,HUN,Population covered by at least a 3G mobile network (%),2015,99,
Hungary,Europe,HUN,Population covered by at least a 4G mobile network (%),2015,97.3,
Hungary,Europe,HUN,Total fixed broadband subscriptions,2015,2718794,
Iceland,Europe,ISL,Active mobile-broadband subscriptions per 100 inhabitants,2015,95,
Iceland,Europe,ISL,Fixed broadband subscriptions per 100 inhabitants,2015,37.6,
Iceland,Europe,ISL,Fixed broadband subscriptions: >10 Mbit/s,2015,123167,
Iceland,Europe,ISL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,1028,
Iceland,Europe,ISL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,241,
Iceland,Europe,ISL,Fixed-telephone subscriptions per 100 inhabitants,2015,50.8,
Iceland,Europe,ISL,Individuals using the Internet. total (%),2015,98.2,yes
Iceland,Europe,ISL,International bandwidth per Internet user (kbit/s),2015,381420,
Iceland,Europe,ISL,Mobile-cellular subscriptions per 100 inhabitants,2015,116,
Iceland,Europe,ISL,Population covered by a mobile-cellular network (%),2015,99,
Iceland,Europe,ISL,Population covered by at least a 3G mobile network (%),2015,99,
Iceland,Europe,ISL,Population covered by at least a 4G mobile network (%),2015,93,
Iceland,Europe,ISL,Total fixed broadband subscriptions,2015,124436,
India,Asia & Pacific,IND,Active mobile-broadband subscriptions per 100 inhabitants,2015,9.1,
India,Asia & Pacific,IND,Fixed broadband subscriptions per 100 inhabitants,2015,1.3,
India,Asia & Pacific,IND,Fixed broadband subscriptions: >10 Mbit/s,2015,1381917,
India,Asia & Pacific,IND,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,8493949,
India,Asia & Pacific,IND,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,6749703,
India,Asia & Pacific,IND,Fixed-telephone subscriptions per 100 inhabitants,2015,1.9,
India,Asia & Pacific,IND,Individuals using the Internet. total (%),2015,14.9,yes
India,Asia & Pacific,IND,International bandwidth per Internet user (kbit/s),2015,9683.8,
India,Asia & Pacific,IND,Mobile-cellular subscriptions per 100 inhabitants,2015,75.7,
India,Asia & Pacific,IND,Population covered by a mobile-cellular network (%),2015,95,yes
India,Asia & Pacific,IND,Population covered by at least a 3G mobile network (%),2015,74,yes
India,Asia & Pacific,IND,Population covered by at least a 4G mobile network (%),2015,4,yes
India,Asia & Pacific,IND,Total fixed broadband subscriptions,2015,16942750,
Indonesia,Asia & Pacific,IDN,Active mobile-broadband subscriptions per 100 inhabitants,2015,41.5,
Indonesia,Asia & Pacific,IDN,Female Internet users as a % of total female population,2015,20.3,
Indonesia,Asia & Pacific,IDN,Female mobile phone ownership as a % of total female population,2015,50.6,
Indonesia,Asia & Pacific,IDN,Fixed broadband subscriptions per 100 inhabitants,2015,1.5,
Indonesia,Asia & Pacific,IDN,Fixed-telephone subscriptions per 100 inhabitants,2015,4,
Indonesia,Asia & Pacific,IDN,Households with a computer at home (%),2015,18.7,
Indonesia,Asia & Pacific,IDN,Households with Internet access at home (%),2015,42,
Indonesia,Asia & Pacific,IDN,Households with Internet access at home. rural (%),2015,19.6,
Indonesia,Asia & Pacific,IDN,Households with Internet access at home. urban (%),2015,41.4,
Indonesia,Asia & Pacific,IDN,Individuals owning a mobile phone (%),2015,57.1,
Indonesia,Asia & Pacific,IDN,Individuals using the Internet. total (%),2015,22.1,
Indonesia,Asia & Pacific,IDN,International bandwidth per Internet user (kbit/s),2015,26530.9,
Indonesia,Asia & Pacific,IDN,Internet users: < 15 years as a % of all < 15 years,2015,14.3,
Indonesia,Asia & Pacific,IDN,Internet users: 15-24 years as a % of all 15-24 years,2015,51.8,
Indonesia,Asia & Pacific,IDN,Internet users: 25-74 years as a % of all 25-74 years,2015,16.5,
Indonesia,Asia & Pacific,IDN,Internet users: 75+ years as a % of all 75+ years,2015,0.3,
Indonesia,Asia & Pacific,IDN,Male Internet users as a % of total male population,2015,23.8,
Indonesia,Asia & Pacific,IDN,Male mobile phone ownership as a % of total male population,2015,63.7,
Indonesia,Asia & Pacific,IDN,Mobile-cellular subscriptions per 100 inhabitants,2015,130.8,
Indonesia,Asia & Pacific,IDN,Population covered by a mobile-cellular network (%),2015,87.9,yes
Indonesia,Asia & Pacific,IDN,Population covered by at least a 3G mobile network (%),2015,60,yes
Indonesia,Asia & Pacific,IDN,Population covered by at least a 4G mobile network (%),2015,5,yes
Indonesia,Asia & Pacific,IDN,Total fixed broadband subscriptions,2015,3983000,yes
Iran (Islamic Republic of),Asia & Pacific,IRN,Active mobile-broadband subscriptions per 100 inhabitants,2015,19.5,
Iran (Islamic Republic of),Asia & Pacific,IRN,Female Internet users as a % of total female population,2015,44.4,
Iran (Islamic Republic of),Asia & Pacific,IRN,Female mobile phone ownership as a % of total female population,2015,63.2,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions per 100 inhabitants,2015,8.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2015,1438915,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2015,5358567,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed-telephone subscriptions per 100 inhabitants,2015,37.2,
Iran (Islamic Republic of),Asia & Pacific,IRN,Households with a computer at home (%),2015,57.4,
Iran (Islamic Republic of),Asia & Pacific,IRN,Households with Internet access at home (%),2015,55.5,
Iran (Islamic Republic of),Asia & Pacific,IRN,Households with Internet access at home. rural (%),2015,36.7,
Iran (Islamic Republic of),Asia & Pacific,IRN,Households with Internet access at home. urban (%),2015,62.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Individuals owning a mobile phone (%),2015,69.7,
Iran (Islamic Republic of),Asia & Pacific,IRN,Individuals using the Internet. total (%),2015,45.3,
Iran (Islamic Republic of),Asia & Pacific,IRN,International bandwidth per Internet user (kbit/s),2015,8033.4,
Iran (Islamic Republic of),Asia & Pacific,IRN,Internet users: < 15 years as a % of all < 15 years,2015,19.5,
Iran (Islamic Republic of),Asia & Pacific,IRN,Internet users: 15-24 years as a % of all 15-24 years,2015,72.4,
Iran (Islamic Republic of),Asia & Pacific,IRN,Internet users: 25-74 years as a % of all 25-74 years,2015,45.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Internet users: 75+ years as a % of all 75+ years,2015,3.7,
Iran (Islamic Republic of),Asia & Pacific,IRN,Male Internet users as a % of total male population,2015,46.3,
Iran (Islamic Republic of),Asia & Pacific,IRN,Male mobile phone ownership as a % of total male population,2015,76,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile-cellular subscriptions per 100 inhabitants,2015,90.7,
Iran (Islamic Republic of),Asia & Pacific,IRN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2015,6809.2,
Iran (Islamic Republic of),Asia & Pacific,IRN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2015,3456.2,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by a mobile-cellular network (%),2015,94.2,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by at least a 3G mobile network (%),2015,59.8,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by at least a 4G mobile network (%),2015,14.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Total fixed broadband subscriptions,2015,6608662,
Iraq,Arab States,IRQ,Active mobile-broadband subscriptions per 100 inhabitants,2015,3.4,
Iraq,Arab States,IRQ,Fixed-telephone subscriptions per 100 inhabitants,2015,5.3,
Iraq,Arab States,IRQ,Individuals using the Internet. total (%),2015,15.2,yes
Iraq,Arab States,IRQ,Mobile-cellular subscriptions per 100 inhabitants,2015,88.9,
Iraq,Arab States,IRQ,Population covered by a mobile-cellular network (%),2015,98,yes
Iraq,Arab States,IRQ,Population covered by at least a 3G mobile network (%),2015,55,yes
Iraq,Arab States,IRQ,Population covered by at least a 4G mobile network (%),2015,0,yes
Ireland,Europe,IRL,Active mobile-broadband subscriptions per 100 inhabitants,2015,96.3,
Ireland,Europe,IRL,Female Internet users as a % of total female population,2015,85,
Ireland,Europe,IRL,Fixed broadband subscriptions per 100 inhabitants,2015,28.1,
Ireland,Europe,IRL,Fixed broadband subscriptions: >10 Mbit/s,2015,900007,
